stock_code,isin_code,company_name
3841,JP3386340008,株式会社ジーダット
3842,JP3758150001,株式会社ネクストジェン
3843,JP3826720009,フリービット株式会社
3844,JP3305560009,コムチュア株式会社
3845,JP3105080000,株式会社アイフリークモバイル
3847,JP3781340009,パシフィックシステム株式会社
3848,JP3548450000,株式会社データ・アプリケーション
3849,JP3730900002,日本テクノ・ラボ株式会社
3850,JP3165830005,株式会社エヌ・ティ・ティ・データ・イントラマート
3851,JP3687000004,株式会社日本一ソフトウェア
3852,JP3311510006,サイバーコム株式会社
3853,JP3153470004,アステリア株式会社
3854,JP3105180008,株式会社アイル
3856,JP3969530009,Ａｂａｌａｎｃｅ株式会社
3857,JP3967900006,株式会社ラック
3858,JP3952840001,株式会社ユビキタスＡＩ
3861,JP3174410005,王子ホールディングス株式会社
3863,JP3721600009,日本製紙株式会社
3864,JP3901200000,三菱製紙株式会社
3865,JP3841800000,北越コーポレーション株式会社
3877,JP3513400006,中越パルプ工業株式会社
3878,JP3631000001,株式会社巴川製紙所
3880,JP3440400004,大王製紙株式会社
3891,JP3707000000,ニッポン高度紙工業株式会社
3892,JP3193900002,株式会社岡山製紙
3895,JP3770250003,ハビックス株式会社
3896,JP3127000002,阿波製紙株式会社
3900,JP3267900003,株式会社クラウドワークス
3901,JP3860210008,マークラインズ株式会社
3902,JP3921250001,メディカル・データ・ビジョン株式会社
3903,JP3273810006,株式会社ｇｕｍｉ
3904,JP3220100006,株式会社カヤック
3905,JP3548480007,データセクション株式会社
3907,JP3369550003,シリコンスタジオ株式会社
3908,JP3305890000,株式会社コラボス
3909,JP3360120004,株式会社ショーケース
3910,JP3167410004,株式会社エムケイシステム
3911,JP3161050004,株式会社Ａｉｍｉｎｇ
3912,JP3922980002,株式会社モバイルファクトリー
3913,JP3163950003,株式会社ｓＭｅｄｉｏ
3914,JP3386560001,ＪＩＧ－ＳＡＷ株式会社
3915,JP3546300009,株式会社テラスカイ
3916,JP3549060006,デジタル・インフォメーション・テクノロジー株式会社
3917,JP3105190007,株式会社アイリッジ
3918,JP3801470000,ＰＣＩホールディングス株式会社
3920,JP3104940006,アイビーシー株式会社
3921,JP3758230001,株式会社ネオジャパン
3922,JP3801050000,株式会社ＰＲ　ＴＩＭＥＳ
3923,JP3967170006,株式会社ラクス
3924,JP3968840003,株式会社ランドコンピュータ
3925,JP3505980007,株式会社ダブルスタンダード
3926,JP3173560008,株式会社オープンドア
3927,JP3100110000,株式会社フーバーブレイン
3928,JP3860330004,株式会社マイネット
3929,JP3431100001,ソーシャルワイヤー株式会社
3930,JP3769650007,株式会社はてな
3931,JP3778430003,株式会社バリューゴルフ
3932,JP3107000006,株式会社アカツキ
3933,JP3507650004,チエル株式会社
3934,JP3835680004,株式会社ベネフィットジャパン
3935,JP3164460002,株式会社エディア
3936,JP3274310006,株式会社グローバルウェイ
3937,JP3160910000,株式会社Ｕｂｉｃｏｍホールディングス
3939,JP3215100003,株式会社カナミックネットワーク
3940,JP3762500001,株式会社ノムラシステムコーポレーション
3941,JP3981400009,レンゴー株式会社
3943,JP3174800007,大石産業株式会社
3944,JP3828800007,古林紙工株式会社
3945,JP3395400009,スーパーバッグ株式会社
3946,JP3554000004,株式会社トーモク
3947,JP3494200003,ダイナパック株式会社
3948,JP3783450004,光ビジネスフォーム株式会社
3950,JP3345900009,ザ・パック株式会社
3951,JP3110600008,朝日印刷株式会社
3952,JP3515100000,中央紙器工業株式会社
3953,JP3190450001,大村紙業株式会社
3954,JP3368600007,昭和パックス株式会社
3955,JP3149150009,株式会社イムラ
3961,JP3369580000,シルバーエッグ・テクノロジー株式会社
3962,JP3507750002,株式会社チェンジホールディングス
3963,JP3372300008,株式会社シンクロ・フード
3964,JP3172060000,株式会社オークネット
3965,JP3244420000,株式会社キャピタル・アセット・プランニング
3967,JP3167700008,株式会社エルテス
3968,JP3421350004,セグエグループ株式会社
3969,JP3160930008,株式会社エイトレッド
3970,JP3147900009,株式会社イノベーション
3974,JP3544970001,株式会社ティビィシィ・スキヤツト
3976,JP3359750001,株式会社シャノン
3977,JP3826100004,フュージョン株式会社
3978,JP3863030007,株式会社マクロミル
3979,JP3159920002,株式会社うるる
3981,JP3799710003,株式会社ビーグリー
3983,JP3201900002,株式会社オロ
3984,JP3944410004,株式会社ユーザーローカル
3985,JP3545850004,テモナ株式会社
3986,JP3799760008,株式会社ビーブレイクシステムズ
3987,JP3161290006,エコモット株式会社
3988,JP3164200002,株式会社ＳＹＳホールディングス
3989,JP3347190005,シェアリングテクノロジー株式会社
3990,JP3154080000,ＵＵＵＭ株式会社
3991,JP3155850005,ウォンテッドリー株式会社
3992,JP3654100001,株式会社ニーズウェル
3993,JP3780050005,株式会社ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ
3994,JP3869960009,株式会社マネーフォワード
3995,JP3396650008,株式会社ＳＫＩＹＡＫＩ
3996,JP3312170008,サインポスト株式会社
3997,JP3637220009,株式会社トレードワークス
3998,JP3410450005,株式会社すららネット
4004,JP3368000000,株式会社レゾナック・ホールディングス
4005,JP3401400001,住友化学株式会社
4008,JP3405600002,住友精化株式会社
4011,JP3835050000,株式会社ヘッドウォータース
4012,JP3108210000,株式会社アクシス
4013,JP3680630005,勤次郎株式会社
4014,JP3220270007,株式会社カラダノート
4015,JP3125700009,アララ株式会社
4016,JP3895150005,ＭＩＴホールディングス株式会社
4017,JP3269770008,株式会社クリーマ
4018,JP3386740009,株式会社Geolocation Technology
4019,JP3399350002,株式会社スタメン
4020,JP3799720002,ビートレンド株式会社
4021,JP3670800006,日産化学株式会社
4022,JP3967400007,ラサ工業株式会社
4023,JP3271600003,株式会社クレハ
4025,JP3461000006,多木化学株式会社
4026,JP3289000006,神島化学工業株式会社
4027,JP3539300008,テイカ株式会社
4028,JP3136800004,石原産業株式会社
4031,JP3211800002,片倉コープアグリ株式会社
4040,JP3652150008,南海化学株式会社
4041,JP3726200003,日本曹達株式会社
4042,JP3595200001,東ソー株式会社
4043,JP3625000009,株式会社トクヤマ
4044,JP3425000001,セントラル硝子株式会社
4045,JP3556400004,東亞合成株式会社
4046,JP3485900009,株式会社大阪ソーダ
4047,JP3232600001,関東電化工業株式会社
4051,JP3386710002,ＧＭＯフィナンシャルゲート株式会社
4052,JP3803080005,フィーチャ株式会社
4053,JP3323800007,株式会社Ｓｕｎ　Ａｓｔｅｒｉｓｋ
4054,JP3718700002,日本情報クリエイト株式会社
4055,JP3539210009,ティアンドエス株式会社
4056,JP3756370007,ニューラルポケット株式会社
4057,JP3152710004,株式会社インターファクトリー
4058,JP3632650002,トヨクモ株式会社
4059,JP3863060004,株式会社まぐまぐ
4060,JP3967270004,ｒａｋｕｍｏ株式会社
4061,JP3549600009,デンカ株式会社
4062,JP3148800000,イビデン株式会社
4063,JP3371200001,信越化学工業株式会社
4064,JP3690000009,日本カーバイド工業株式会社
4068,JP3835270004,ベイシス株式会社
4069,JP3831120005,株式会社ＢｌｕｅＭｅｍｅ
4071,JP3832700003,株式会社プラスアルファ・コンサルティング
4072,JP3551440005,株式会社電算システムホールディングス
4073,JP3386780005,株式会社ジィ・シィ企画
4074,JP3967020003,株式会社ラキール
4075,JP3831430008,ブレインズテクノロジー株式会社
4076,JP3347160008,株式会社シイエヌエス
4078,JP3312800000,堺化学工業株式会社
4080,JP3468810001,株式会社田中化学研究所
4082,JP3474350000,第一稀元素化学工業株式会社
4088,JP3160670000,エア・ウォーター株式会社
4091,JP3711600001,日本酸素ホールディングス株式会社
4092,JP3691600005,日本化学工業株式会社
4093,JP3599400003,東邦アセチレン株式会社
4094,JP3692000007,日本化学産業株式会社
4095,JP3744600002,日本パーカライジング株式会社
4097,JP3285800003,高圧ガス工業株式会社
4098,JP3509000000,チタン工業株式会社
4099,JP3349600001,四国化成ホールディングス株式会社
4100,JP3627400009,戸田工業株式会社
4102,JP3872800002,丸尾カルシウム株式会社
4107,JP3139300002,伊勢化学工業株式会社
4109,JP3399720006,ステラ　ケミファ株式会社
4112,JP3852600000,保土谷化学工業株式会社
4113,JP3452400009,田岡化学工業株式会社
4114,JP3715200006,株式会社日本触媒
4116,JP3492200005,大日精化工業株式会社
4118,JP3215800008,株式会社カネカ
4119,JP3747000002,日本ピグメント株式会社
4120,JP3396600003,スガイ化学工業株式会社
4124,JP3187100007,大阪油化工業株式会社
4125,JP3345520005,三和油化工業株式会社
4151,JP3256000005,協和キリン株式会社
4165,JP3833270006,株式会社プレイド
4166,JP3212250009,かっこ株式会社
4167,JP3297370003,株式会社ココペリ
4168,JP3933850004,株式会社ヤプリ
4169,JP3165870001,ＥＮＥＣＨＡＮＧＥ株式会社
4170,JP3205610003,株式会社Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ
4171,JP3274340003,株式会社グローバルインフォメーション
4172,JP3622700007,東和ハイシステム株式会社
4173,JP3991800008,株式会社ＷＡＣＵＬ
4174,JP3122490000,株式会社アピリッツ
4175,JP3305910006,株式会社ｃｏｌｙ
4176,JP3297320008,株式会社ココナラ
4177,JP3104830009,株式会社ｉ‐ｐｌｕｇ
4178,JP3347180006,株式会社Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ
4179,JP3386760007,株式会社ジーネクスト
4180,JP3160960005,Ａｐｐｉｅｒ　Ｇｒｏｕｐ株式会社
4182,JP3896800004,三菱瓦斯化学株式会社
4183,JP3888300005,三井化学株式会社
4185,JP3385980002,ＪＳＲ株式会社
4186,JP3571800006,東京応化工業株式会社
4187,JP3187000009,大阪有機化学工業株式会社
4188,JP3897700005,三菱ケミカルグループ株式会社
4189,JP3277040006,ＫＨネオケム株式会社
4192,JP3399950009,スパイダープラス株式会社
4193,JP3802470009,株式会社ファブリカコミュニケーションズ
4194,JP3800270005,ビジョナル株式会社
4196,JP3758260008,株式会社ネオマーケティング
4197,JP3119870008,株式会社アスマーク
4198,JP3547620009,株式会社テンダ
4199,JP3994700007,ワンダープラネット株式会社
4200,JP3160980003,株式会社ＨＣＳホールディングス
4202,JP3485800001,株式会社ダイセル
4203,JP3409400003,住友ベークライト株式会社
4204,JP3419400001,積水化学工業株式会社
4205,JP3725400000,日本ゼオン株式会社
4206,JP3100800006,アイカ工業株式会社
4208,JP3158800007,ＵＢＥ株式会社
4212,JP3420200002,積水樹脂株式会社
4215,JP3462200001,タキロンシーアイ株式会社
4216,JP3117200000,旭有機材株式会社
4218,JP3662400005,ニチバン株式会社
4220,JP3973000007,リケンテクノス株式会社
4221,JP3178400002,大倉工業株式会社
4222,JP3299000004,児玉化学工業株式会社
4224,JP3985200009,ロンシール工業株式会社
4228,JP3419800002,積水化成品工業株式会社
4229,JP3274800006,群栄化学工業株式会社
4231,JP3440800005,タイガースポリマー株式会社
4234,JP3324600000,株式会社サンエー化研
4235,JP3473600009,ウルトラファブリックス・ホールディングス株式会社
4237,JP3820720005,フジプレアム株式会社
4238,JP3910570005,ミライアル株式会社
4240,JP3268810003,クラスターテクノロジー株式会社
4241,JP3121300002,株式会社アテクト
4242,JP3453900007,株式会社タカギセイコー
4243,JP3668300001,株式会社ニックス
4245,JP3480590003,株式会社ダイキアクシス
4246,JP3481300006,ダイキョーニシカワ株式会社
4247,JP3856400001,ポバール興業株式会社
4248,JP3463300008,竹本容器株式会社
4249,JP3927450001,森六ホールディングス株式会社
4250,JP3829500002,株式会社フロンティア
4251,JP3281610000,恵和株式会社
4255,JP3345710002,ＴＨＥＣＯＯ株式会社
4256,JP3312160009,株式会社サインド
4257,JP3161090000,エヴィクサー株式会社
4258,JP3124490008,株式会社網屋
4259,JP3161330000,株式会社エクサウィザーズ
4260,JP3765230002,株式会社ハイブリッドテクノロジーズ
4261,JP3118700008,アジアクエスト株式会社
4262,JP3756210005,ニフティライフスタイル株式会社
4263,JP3319150003,サスメド株式会社
4264,JP3420920005,株式会社セキュア
4265,JP3152640003,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ株式会社
4267,JP3965900008,株式会社ライトワークス
4268,JP3164440004,エッジテクノロジー株式会社
4270,JP3799690007,株式会社ＢｅｅＸ
4272,JP3694400007,日本化薬株式会社
4274,JP3846200008,細谷火工株式会社
4275,JP3205320009,カーリットホールディングス株式会社
4284,JP3436400000,株式会社ソルクシーズ
4286,JP3980300002,株式会社ＣＬホールディングス
4287,JP3388470001,株式会社ジャストプランニング
4288,JP3119910002,株式会社アズジェント
4290,JP3833620002,株式会社プレステージ・インターナショナル
4293,JP3423300007,株式会社セプテーニ・ホールディングス
4295,JP3802690002,株式会社フェイス
4298,JP3833740008,株式会社プロトコーポレーション
4299,JP3765250000,株式会社ハイマックス
4301,JP3124500004,株式会社アミューズ
4304,JP3130500006,株式会社Ｅストアー
4307,JP3762800005,株式会社野村総合研究所
4308,JP3386170009,株式会社Ｊストリーム
4310,JP3639420003,株式会社ドリームインキュベータ
4312,JP3311570000,サイバネットシステム株式会社
4316,JP3799750009,株式会社ビーマップ
4317,JP3979230004,株式会社レイ
4318,JP3266000003,株式会社クイック
4319,JP3467200006,ＴＡＣ株式会社
4320,JP3346350006,株式会社ＣＥホールディングス
4323,JP3712550007,日本システム技術株式会社
4324,JP3551520004,株式会社電通グループ
4326,JP3152790006,株式会社インテージホールディングス
4327,JP3688320005,日本エス・エイチ・エル株式会社
4331,JP3539350003,株式会社テイクアンドギヴ・ニーズ
4333,JP3601600004,株式会社東邦システムサイエンス
4334,JP3944350002,株式会社ユークス
4335,JP3104980002,株式会社アイ・ピー・エス
4337,JP3801570007,ぴあ株式会社
4341,JP3418100008,西菱電機株式会社
4343,JP3131420006,株式会社イオンファンタジー
4344,JP3431200009,ソースネクスト株式会社
4345,JP3346970001,株式会社シーティーエス
4346,JP3758020006,株式会社ネクシィーズグループ
4347,JP3268830001,ブロードメディア株式会社
4348,JP3153450006,インフォコム株式会社
4349,JP3545090007,株式会社テスク
4350,JP3920940008,株式会社メディカルシステムネットワーク
4351,JP3938900002,株式会社山田債権回収管理総合事務所
4355,JP3756070003,ロングライフホールディング株式会社
4356,JP3174500003,応用技術株式会社
4360,JP3869910004,株式会社マナック・ケミカル・パートナーズ
4361,JP3222600003,川口化学工業株式会社
4362,JP3720000003,日本精化株式会社
4365,JP3869100002,松本油脂製薬株式会社
4366,JP3486500006,ダイトーケミックス株式会社
4367,JP3286100007,広栄化学株式会社
4368,JP3822600007,扶桑化学工業株式会社
4369,JP3636000006,株式会社トリケミカル研究所
4370,JP3922990001,モビルス株式会社
4371,JP3284100009,株式会社コアコンセプト・テクノロジー
4372,JP3952890006,ユミルリンク株式会社
4373,JP3383270000,シンプレクス・ホールディングス株式会社
4374,JP3985100001,株式会社ＲＯＢＯＴ　ＰＡＹＭＥＮＴ
4375,JP3413100003,セーフィー株式会社
4376,JP3266310006,株式会社くふうカンパニー
4377,JP3994450009,株式会社ワンキャリア
4378,JP3372170005,株式会社ＣＩＮＣ
4379,JP3803090004,株式会社Ｐｈｏｔｏｓｙｎｔｈ
4380,JP3167490006,株式会社Ｍマート
4381,JP3799780006,ビープラッツ株式会社
4382,JP3783070000,ＨＥＲＯＺ株式会社
4384,JP3967180005,ラクスル株式会社
4385,JP3921290007,株式会社メルカリ
4386,JP3161590009,株式会社ＳＩＧグループ
4387,JP3411810009,株式会社ＺＵＵ
4388,JP3160020008,株式会社エーアイ
4389,JP3833820008,プロパティデータバンク株式会社
4390,JP3104910009,株式会社アイ・ピー・エス
4391,JP3984140008,ロジザード株式会社
4392,JP3166650006,ＦＩＧ株式会社
4393,JP3778460000,株式会社バンク・オブ・イノベーション
4394,JP3161310002,株式会社エクスモーション
4395,JP3108180005,株式会社アクリート
4396,JP3350960005,株式会社システムサポート
4397,JP3507200008,株式会社チームスピリット
4398,JP3831470004,株式会社ブロードバンドセキュリティ
4401,JP3114800000,株式会社ＡＤＥＫＡ
4403,JP3753400005,日油株式会社
4404,JP3910400005,ミヨシ油脂株式会社
4406,JP3382600009,新日本理化株式会社
4409,JP3599800004,東邦化学工業株式会社
4410,JP3772600007,ハリマ化成グループ株式会社
4412,JP3310370006,株式会社サイエンスアーツ
4413,JP3855450007,株式会社ボードルア
4414,JP3828970008,株式会社フレクト
4415,JP3831520006,株式会社ブロードエンタープライズ
4416,JP3620900005,株式会社Ｔｒｕｅ　Ｄａｔａ
4417,JP3274390008,グローバルセキュリティエキスパート株式会社
4418,JP3386800001,株式会社ＪＤＳＣ
4419,JP3803110000,株式会社Ｆｉｎａｔｅｘｔホールディングス
4420,JP3130650009,イーソル株式会社
4421,JP3548810005,株式会社ディ・アイ・システム
4422,JP3778470009,ＶＡＬＵＥＮＥＸ株式会社
4423,JP3126240005,アルテリア・ネットワークス株式会社
4424,JP3124740006,株式会社Ａｍａｚｉａ
4425,JP3266220007,Ｋｕｄａｎ株式会社
4426,JP3781440007,パスロジ株式会社
4427,JP3164480000,株式会社ＥｄｕＬａｂ
4428,JP3977010002,株式会社シノプス
4429,JP3974510004,リックソフト株式会社
4430,JP3564800005,東海ソフト株式会社
4431,JP3400110007,株式会社スマレジ
4432,JP3154360006,ウイングアーク１ｓｔ株式会社
4433,JP3791990009,株式会社ヒト・コミュニケーションズ・ホールディングス
4434,JP3310250000,株式会社サーバーワークス
4435,JP3205900008,株式会社カオナビ
4436,JP3911000002,株式会社ミンカブ・ジ・インフォノイド
4437,JP3273760003,ｇｏｏｄｄａｙｓホールディングス株式会社
4438,JP3155410008,株式会社Ｗｅｌｂｙ
4439,JP3606150005,株式会社東名
4440,JP3159930001,株式会社ヴィッツ
4441,JP3630000002,トビラシステムズ株式会社
4442,JP3778480008,バルテス株式会社
4443,JP3332540008,Ｓａｎｓａｎ株式会社
4444,JP3153490002,株式会社インフォネット
4445,JP3974710000,リビン・テクノロジーズ株式会社
4446,JP3977060007,株式会社Ｌｉｎｋ－Ｕ
4447,JP3801490008,株式会社ピー・ビーシステムズ
4448,JP3512900006,Ｃｈａｔｗｏｒｋ株式会社
4449,JP3264870001,株式会社ギフティ
4450,JP3782930006,株式会社パワーソリューションズ
4452,JP3205800000,花王株式会社
4461,JP3475000000,第一工業製薬株式会社
4462,JP3136900002,石原ケミカル株式会社
4463,JP3666700004,日華化学株式会社
4464,JP3436030005,株式会社ソフト９９コーポレーション
4465,JP3657250001,株式会社ニイタカ
4471,JP3337600005,三洋化成工業株式会社
4475,JP3835150008,ＨＥＮＮＧＥ株式会社
4476,JP3160030007,ＡＩ　ＣＲＯＳＳ株式会社
4477,JP3835260005,ＢＡＳＥ株式会社
4478,JP3826520003,フリー株式会社
4479,JP3862920000,株式会社マクアケ
4480,JP3921310003,株式会社メドレー
4481,JP3835210000,ベース株式会社
4482,JP3154190007,株式会社ウィルズ
4483,JP3386690006,株式会社ＪＭＤＣ
4484,JP3968650006,ランサーズ株式会社
4485,JP3386700003,株式会社ＪＴＯＷＥＲ
4486,JP3949550002,ユナイトアンドグロウ株式会社
4487,JP3400040006,株式会社スペースマーケット
4488,JP3160040006,ＡＩ　ｉｎｓｉｄｅ株式会社
4489,JP3836150007,株式会社ペイロール
4490,JP3800220000,株式会社ビザスク
4491,JP3306200001,コンピューターマネージメント株式会社
4492,JP3428000008,株式会社ゼネテック
4493,JP3311590008,株式会社サイバーセキュリティクラウド
4494,JP3778490007,バリオセキュア株式会社
4495,JP3101050007,株式会社アイキューブドシステムズ
4496,JP3302400001,株式会社コマースＯｎｅホールディングス
4498,JP3311490001,サイバートラスト株式会社
4499,JP3400010009,株式会社Ｓｐｅｅｅ
4502,JP3463000004,武田薬品工業株式会社
4503,JP3942400007,アステラス製薬株式会社
4506,JP3495000006,住友ファーマ株式会社
4507,JP3347200002,塩野義製薬株式会社
4512,JP3991200001,わかもと製薬株式会社
4516,JP3717600005,日本新薬株式会社
4519,JP3519400000,中外製薬株式会社
4521,JP3207000005,科研製薬株式会社
4523,JP3160400002,エーザイ株式会社
4524,JP3924400009,森下仁丹株式会社
4526,JP3972600005,理研ビタミン株式会社
4527,JP3982400008,ロート製薬株式会社
4528,JP3197600004,小野薬品工業株式会社
4530,JP3784600003,久光製薬株式会社
4531,JP3946400003,有機合成薬品工業株式会社
4534,JP3922800002,持田製薬株式会社
4536,JP3336000009,参天製薬株式会社
4538,JP3823600006,扶桑薬品工業株式会社
4539,JP3701600003,日本ケミファ株式会社
4540,JP3535800001,株式会社ツムラ
4543,JP3546800008,テルモ株式会社
4544,JP3822000000,Ｈ．Ｕ．グループホールディングス株式会社
4547,JP3240600001,キッセイ薬品工業株式会社
4548,JP3414000004,生化学工業株式会社
4549,JP3160700005,栄研化学株式会社
4551,JP3635800000,鳥居薬品株式会社
4552,JP3701000006,ＪＣＲファーマ株式会社
4553,JP3623150004,東和薬品株式会社
4554,JP3816200004,富士製薬工業株式会社
4556,JP3205650009,株式会社カイノス
4558,JP3519900009,株式会社中京医薬品
4559,JP3428850006,ゼリア新薬工業株式会社
4563,JP3127700007,アンジェス株式会社
4564,JP3202150003,オンコセラピー・サイエンス株式会社
4565,JP3431300007,そーせいグループ株式会社
4568,JP3475350009,第一三共株式会社
4569,JP3247090008,杏林製薬株式会社
4570,JP3921300004,株式会社免疫生物研究所
4571,JP3651120002,ナノキャリア株式会社
4572,JP3220550002,カルナバイオサイエンス株式会社
4574,JP3442200006,大幸薬品株式会社
4575,JP3244570002,株式会社キャンバス
4576,JP3548740004,株式会社デ・ウエスタン・セラピテクス研究所
4577,JP3486150000,ダイト株式会社
4578,JP3188220002,大塚ホールディングス株式会社
4579,JP3967150008,ラクオリア創薬株式会社
4581,JP3442850008,大正製薬ホールディングス株式会社
4582,JP3383050006,シンバイオ製薬株式会社
4583,JP3205350006,株式会社カイオム・バイオサイエンス
4584,JP3386460004,キッズウェル・バイオ株式会社
4586,JP3921220004,株式会社メドレックス
4587,JP3836750004,ペプチドリーム株式会社
4588,JP3202170001,オンコリスバイオファーマ株式会社
4591,JP3974850004,株式会社リボミック
4592,JP3336750009,サンバイオ株式会社
4593,JP3835100003,株式会社ヘリオス
4594,JP3274140007,ブライトパス・バイオ株式会社
4595,JP3885900005,株式会社ミズホメディー
4596,JP3266500002,窪田製薬ホールディングス株式会社
4597,JP3436500007,ソレイジア・ファーマ株式会社
4598,JP3549370009,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ株式会社
4599,JP3399690001,株式会社ステムリム
4611,JP3495400008,大日本塗料株式会社
4612,JP3749400002,日本ペイントホールディングス株式会社
4613,JP3229400001,関西ペイント株式会社
4615,JP3378600005,神東塗料株式会社
4616,JP3221800000,川上塗料株式会社
4617,JP3522600000,中国塗料株式会社
4619,JP3739000002,日本特殊塗料株式会社
4620,JP3811200009,藤倉化成株式会社
4621,JP3984400006,ロックペイント株式会社
4623,JP3116400007,株式会社アサヒペン
4624,JP3133200000,イサム塗料株式会社
4625,JP3121800001,アトミクス株式会社
4626,JP3449100001,太陽ホールディングス株式会社
4627,JP3651050001,ナトコ株式会社
4628,JP3162650000,エスケー化研株式会社
4629,JP3484300003,大伸化学株式会社
4631,JP3493400000,ＤＩＣ株式会社
4633,JP3314800008,サカタインクス株式会社
4634,JP3606600009,東洋インキＳＣホールディングス株式会社
4635,JP3571000003,東京インキ株式会社
4636,JP3538570007,株式会社Ｔ＆Ｋ　ＴＯＫＡ
4641,JP3126350002,株式会社アルプス技研
4642,JP3200200008,オリジナル設計株式会社
4644,JP3149000006,イマジニア株式会社
4645,JP3141800007,株式会社市進ホールディングス
4650,JP3396400008,ＳＤエンターテイメント株式会社
4651,JP3322600002,株式会社サニックス
4657,JP3227300005,株式会社環境管理センター
4658,JP3699500009,日本空調サービス株式会社
4659,JP3160720003,株式会社エイジス
4661,JP3198900007,株式会社オリエンタルランド
4662,JP3802740005,株式会社フォーカスシステムズ
4664,JP3100300007,株式会社アール・エス・シー
4665,JP3505900005,株式会社ダスキン
4666,JP3780100008,パーク２４株式会社
4667,JP3101800005,アイサンテクノロジー株式会社
4668,JP3916100005,株式会社明光ネットワークジャパン
4671,JP3802650006,株式会社ファルコホールディングス
4673,JP3224900005,川崎地質株式会社
4674,JP3271100004,株式会社クレスコ
4676,JP3819400007,株式会社フジ・メディア・ホールディングス
4678,JP3359850009,株式会社秀英予備校
4679,JP3472000003,株式会社田谷
4680,JP3966800009,株式会社ラウンドワン
4681,JP3974450003,リゾートトラスト株式会社
4684,JP3173400007,株式会社オービック
4685,JP3976500003,株式会社菱友システムズ
4686,JP3388450003,株式会社ジャストシステム
4687,JP3539000004,ＴＤＣソフト株式会社
4689,JP3933800009,Ｚホールディングス株式会社
4690,JP3745100002,日本パレットプール株式会社
4691,JP3993700008,ワシントンホテル株式会社
4694,JP3799700004,株式会社ビー・エム・エル
4704,JP3637300009,トレンドマイクロ株式会社
4705,JP3270100005,株式会社クリップコーポレーション
4707,JP3238100006,株式会社キタック
4708,JP3922200005,りらいあコミュニケーションズ株式会社
4709,JP3153600006,株式会社ＩＤホールディングス
4712,JP3348900006,株式会社ＫｅｙＨｏｌｄｅｒ
4714,JP3974300000,株式会社リソー教育
4716,JP3689500001,日本オラクル株式会社
4718,JP3993750003,株式会社早稲田アカデミー
4719,JP3126330004,株式会社アルファシステムズ
4720,JP3393100007,株式会社城南進学研究社
4722,JP3826200002,フューチャー株式会社
4725,JP3346300001,株式会社ＣＡＣ　Ｈｏｌｄｉｎｇｓ
4726,JP3436150001,ＳＢテクノロジー株式会社
4728,JP3552450003,株式会社トーセ
4732,JP3944130008,株式会社ユー・エス・エス
4733,JP3173500004,株式会社オービックビジネスコンサルタント
4735,JP3249250006,株式会社京進
4736,JP3754650004,日本ラッド株式会社
4739,JP3143900003,伊藤忠テクノソリューションズ株式会社
4743,JP3530000003,株式会社アイティフォー
4745,JP3576500007,株式会社東京個別指導学院
4746,JP3590850008,株式会社東計電算
4748,JP3288950003,株式会社構造計画研究所
4750,JP3483200006,株式会社ダイサン
4751,JP3311400000,株式会社サイバーエージェント
4752,JP3366900003,株式会社昭和システムエンジニアリング
4754,JP3626950004,株式会社トスネット
4755,JP3967200001,楽天グループ株式会社
4760,JP3126320005,株式会社アルファ
4761,JP3317500001,株式会社さくらケーシーエス
4762,JP3164430005,株式会社エックスネット
4763,JP3269700005,株式会社クリーク・アンド・リバー社
4765,JP3922100007,ＳＢＩグローバルアセットマネジメント株式会社
4766,JP3801200001,株式会社ピーエイ
4767,JP3538450002,株式会社テー・オー・ダブリュー
4768,JP3188200004,株式会社大塚商会
4769,JP3153800002,株式会社ＩＣ
4770,JP3167800006,図研エルミック株式会社
4771,JP3166700009,株式会社エフアンドエム
4772,JP3549050007,株式会社ストリームメディアコーポレーション
4776,JP3312100005,サイボウズ株式会社
4777,JP3233700008,株式会社ガーラ
4781,JP3742500006,日本ハウズイング株式会社
4783,JP3709100006,日本コンピュータ・ダイナミクス株式会社
4784,JP3863050005,ＧＭＯアドパートナーズ株式会社
4792,JP3588100002,山田コンサルティンググループ株式会社
4800,JP3200140006,オリコン株式会社
4801,JP3425600008,セントラルスポーツ株式会社
4809,JP3781700004,パラカ株式会社
4812,JP3551530003,株式会社電通国際情報サービス
4813,JP3108060009,株式会社ＡＣＣＥＳＳ
4814,JP3758030005,ネクストウェア株式会社
4816,JP3560200002,東映アニメーション株式会社
4819,JP3549070005,株式会社デジタルガレージ
4820,JP3130200003,株式会社イーエムシステムズ
4824,JP3920930009,株式会社メディアシーク
4825,JP3154500007,株式会社ウェザーニューズ
4826,JP3346170008,株式会社ＣＩＪ
4827,JP3800310009,ビジネス・ワンホールディングス株式会社
4828,JP3618800001,ビジネスエンジニアリング株式会社
4829,JP3689470007,日本エンタープライズ株式会社
4832,JP3226650004,ＪＦＥシステムズ株式会社
