stock_code,isin_code,company_name,industry,company_description
2359,JP3284000001,株式会社コア,情報・通信業,情報家電・通信向け組込ソフトから位置情報、映像などソリューション事業が主力へ。
2370,JP3920990003,株式会社メディネット,サービス業,東大医科研発VB。がん免疫細胞療法の総合提供サービス展開。医薬品開発も。
2371,JP3206000006,株式会社カカクコム,サービス業,価格比較サイト「価格.com」、飲食店情報サイト「食べログ」が主体。ネット予約が拡大。
2372,JP3105170009,株式会社アイロムグループ,サービス業,医療機関の治験支援事業が主力。医薬品開発受託やクリニックモール運営も。
2373,JP3277500009,株式会社ケア２１,サービス業,総合福祉企業。関西地盤に介護施設・サービス展開。訪問型が主力。関東にも。
2374,JP3424980005,セントケア・ホールディング株式会社,サービス業,訪問介護事業が主体。入浴、看護、定期巡回等。小規模多機能型サービス注力。
2375,JP3410750008,ギグワークス株式会社,サービス業,IT支援サービス展開。BPO業務支援や人材派遣が主体。コールセンターやPCサポートも。
2376,JP3311350007,株式会社サイネックス,サービス業,行政・広報活動、ふるさと納税など地方創生支援。情報発信、発送代行も。
2378,JP3978800005,株式会社ルネサンス,サービス業,フィットネス、スポーツクラブ大手。水泳、テニスなど複合施設展開。介護・リハビリ施設も。
2379,JP3548640006,ディップ株式会社,サービス業,求人・転職サイト「バイトル」を運営。派遣会社向け管理システムや業務自動化も展開。
2384,JP3163500006,ＳＢＳホールディングス株式会社,陸運業,総合物流会社。物流一括受託が主力。食品輸送に力。物流施設の流動化も。
2385,JP3431850001,株式会社総医研ホールディングス,サービス業,大阪大発VB。化粧品が主力に。トクホ評価試験受託や抗疲労食品なども。
2388,JP3831450006,株式会社ウェッジホールディングス,その他金融業,マンガやトレーディングカード、コンテンツ事業。東南アジアのオートバイローンは持分子会社へ。
2389,JP3197730009,株式会社デジタルホールディングス,サービス業,ネット広告専業代理店大手。企業のデジタル化支援サービスや投資事業も注力。
2391,JP3833120003,株式会社プラネット,サービス業,日用雑貨業界向け中心に流通システムを開発。メーカー・卸間のEDI仲介。インテック系。
2393,JP3699800003,株式会社日本ケアサプライ,サービス業,福祉用具レンタル卸大手。物販サイト、在宅介護サービスも。株主に三菱商事、ALSOK。
2395,JP3379950003,株式会社新日本科学,サービス業,前臨床試験受託で国内首位。基礎研究から受託。製剤に注力。再生医療も。
2397,JP3548590003,株式会社ＤＮＡチップ研究所,サービス業,DNAチップ開発、遺伝子受託解析が主力。研究所などに販売。実験キット販売も。
2402,JP3124200001,株式会社アマナ,サービス業,CG制作・Web広告を企画・提供。アニメ撤退、ストック写真を売却。コクヨと提携。
2404,JP3545620001,株式会社鉄人化計画,サービス業,首都圏中心にカラオケ店。メディア、美容、レストランも。スポーツ配信、アニメ、ゲーム等とコラボ。
2408,JP3277130005,株式会社ＫＧ情報,サービス業,中国・四国中心に求人等、生活関連情報誌を発行。イベント実施、相談・紹介も。
2410,JP3244450007,株式会社キャリアデザインセンター,サービス業,求人情報誌やサイトで転職情報を提供。エンジニア分野に強み。人材紹介・派遣も。
2411,JP3282850001,ゲンダイエージェンシー株式会社,情報・通信業,パチンコホール向け広告会社。ネット活用。チラシ、DM、ポスター制作。他業種もWEB運営。
2412,JP3835630009,株式会社ベネフィット・ワン,サービス業,パソナG系の福利厚生代行サービス会社。官公庁や企業への健康サポート事業。
2413,JP3435750009,エムスリー株式会社,サービス業,ソニー系。製薬会社のマーケ支援。医師向けサイトで情報提供。遠隔医療も。
